,examine,id,members,lowalch,limit,value,highalch,icon,name
3434,Made by Tree Gnomes with a thing for turquoise.,654,True,72.0,150.0,180,108.0,Turquoise robe bottoms.png,Turquoise robe bottoms
3435,"The ultimate in gnome design, now in turquoise!",644,True,72.0,150.0,180,108.0,Turquoise robe top.png,Turquoise robe top
3436,A banner showcasing the colours of the Twisted League.,24413,True,400.0,5.0,1000,600.0,Twisted banner.png,Twisted banner
3437,A scroll which unlocks the twisted player-owned house wall-kit.,24463,True,10000.0,5.0,25000,15000.0,Twisted blueprints.png,Twisted blueprints
3438,The boots of a twisted relic hunter.,24411,True,400.0,5.0,1000,600.0,Twisted boots (t1).png,Twisted boots (t1)
3439,The boots of a twisted relic hunter.,24403,True,4000.0,5.0,10000,6000.0,Twisted boots (t2).png,Twisted boots (t2)
3440,The boots of a twisted relic hunter.,24393,True,40000.0,5.0,100000,60000.0,Twisted boots (t3).png,Twisted boots (t3)
3441,A mystical bow carved from the twisted remains of the Great Olm.,20997,True,1600000.0,8.0,4000000,2400000.0,Twisted bow.png,Twisted bow
3442,A buckler carved from the twisted remains of the Great Olm.,21000,True,36000.0,8.0,90000,54000.0,Twisted buckler.png,Twisted buckler
3443,A cane of the twisted relic hunter.,24395,True,400.0,10.0,1000,600.0,Twisted cane.png,Twisted cane
3444,The coat of a twisted relic hunter.,24407,True,400.0,5.0,1000,600.0,Twisted coat (t1).png,Twisted coat (t1)
3445,The coat of a twisted relic hunter.,24399,True,4000.0,5.0,10000,6000.0,Twisted coat (t2).png,Twisted coat (t2)
3446,The coat of a twisted relic hunter.,24389,True,40000.0,5.0,100000,60000.0,Twisted coat (t3).png,Twisted coat (t3)
3447,The headgear of a twisted relic hunter.,24405,True,400.0,5.0,1000,600.0,Twisted hat (t1).png,Twisted hat (t1)
3448,The headgear of a twisted relic hunter.,24397,True,4000.0,5.0,10000,6000.0,Twisted hat (t2).png,Twisted hat (t2)
3449,The headgear of a twisted relic hunter.,24387,True,40000.0,5.0,100000,60000.0,Twisted hat (t3).png,Twisted hat (t3)
3450,These look like they can be attached to a slayer helmet.,24466,True,40000.0,5.0,100000,60000.0,Twisted horns.png,Twisted horns
3451,"A set containing Twisted boots (t1), Twisted trousers (t1), Twisted coat (t1) and Twisted hat (t1).",24469,True,20000.0,5.0,50000,30000.0,Twisted relic hunter (t1) armour set.png,Twisted relic hunter (t1) armour set
3452,"A set containing Twisted boots (t2), Twisted trousers (t2), Twisted coat (t2) and Twisted hat (t2).",24472,True,20000.0,5.0,50000,30000.0,Twisted relic hunter (t2) armour set.png,Twisted relic hunter (t2) armour set
3453,"A set containing Twisted boots (t3), Twisted trousers (t3), Twisted coat (t3) and Twisted hat (t3).",24475,True,20000.0,5.0,50000,30000.0,Twisted relic hunter (t3) armour set.png,Twisted relic hunter (t3) armour set
3454,A scroll which unlocks the twisted home teleport animation.,24460,True,10000.0,5.0,25000,15000.0,Twisted teleport scroll.png,Twisted teleport scroll
3455,The trousers of a twisted relic hunter.,24409,True,400.0,5.0,1000,600.0,Twisted trousers (t1).png,Twisted trousers (t1)
3456,The trousers of a twisted relic hunter.,24401,True,4000.0,5.0,10000,6000.0,Twisted trousers (t2).png,Twisted trousers (t2)
3457,The trousers of a twisted relic hunter.,24391,True,40000.0,5.0,100000,60000.0,Twisted trousers (t3).png,Twisted trousers (t3)
3458,An incredibly heavy ring.,12603,True,20000.0,8.0,50000,30000.0,Tyrannical ring.png,Tyrannical ring
3459,As used by King Tyras' personal guard.,9629,True,220.0,150.0,550,330.0,Tyras helm.png,Tyras helm
3460,A mace of obsidian.,6527,True,12000.0,70.0,30000,18000.0,Tzhaar-ket-em.png,Tzhaar-ket-em
3461,A maul of obsidian.,6528,True,20000.0,70.0,50001,30000.0,Tzhaar-ket-om.png,Tzhaar-ket-om
3462,Use on the TzHaar-ket-om to trim and spike it.,23232,True,2000.0,4.0,5000,3000.0,Tzhaar-ket-om ornament kit.png,Tzhaar-ket-om ornament kit
3463,A mixture of chopped onions and ugthanki meat in a bowl.,1877,True,2.0,11000.0,7,4.0,Ugthanki & onion.png,Ugthanki & onion
3464,A mixture of chopped tomatoes and ugthanki meat in a bowl.,1879,True,2.0,11000.0,7,4.0,Ugthanki & tomato.png,Ugthanki & tomato
3465,A fresh kebab made from ugthanki meat.,1885,True,8.0,10000.0,20,12.0,Ugthanki kebab.png,Ugthanki kebab
3466,Freshly cooked ugthanki meat.,1861,True,2.0,11000.0,5,3.0,Ugthanki meat.png,Ugthanki meat
3467,Ultra-good for the smallest or largest of plants.,21483,True,34.0,2000.0,85,51.0,Ultracompost.png,Ultracompost
3468,A symbol of Saradomin.,1716,False,80.0,10000.0,200,120.0,Unblessed symbol.png,Unblessed symbol
3469,"It needs to be charged with death runes, chaos runes, fire runes and Zulrah's scales.",12900,True,31200.0,8.0,78000,46800.0,Uncharged toxic trident.png,Uncharged toxic trident
3470,"It needs to be charged with death runes, chaos runes, fire runes and Zulrah's scales.",22294,True,43200.0,8.0,108000,64800.0,Uncharged toxic trident (e).png,Uncharged toxic trident (e)
3471,"It needs to be charged with death runes, chaos runes, fire runes and coins.",11908,True,27200.0,8.0,68000,40800.0,Uncharged trident.png,Uncharged trident
3472,"It needs to be charged with death runes, chaos runes, fire runes and coins.",22290,True,39200.0,8.0,98000,58800.0,Uncharged trident (e).png,Uncharged trident (e)
3473,This would be much tastier cooked.,2317,False,6.0,13000.0,16,9.0,Uncooked apple pie.png,Uncooked apple pie
3474,This would be much more appetising cooked.,2321,False,2.0,13000.0,6,3.0,Uncooked berry pie.png,Uncooked berry pie
3475,This would be much tastier cooked.,19656,True,6.0,13000.0,16,9.0,Uncooked botanical pie.png,Uncooked botanical pie
3476,This would be much tastier cooked.,22789,True,16.0,10000.0,40,24.0,Uncooked dragonfruit pie.png,Uncooked dragonfruit pie
3477,A bowl of uncooked egg.,7076,True,3.0,13000.0,8,4.0,Uncooked egg.png,Uncooked egg
3478,This would be much healthier cooked.,2319,False,3.0,13000.0,8,4.0,Uncooked meat pie.png,Uncooked meat pie
3479,This would be much tastier cooked.,21684,True,6.0,13000.0,16,9.0,Uncooked mushroom pie.png,Uncooked mushroom pie
3480,This would be worth more cut.,1617,False,80.0,10000.0,200,120.0,Uncut diamond.png,Uncut diamond
3481,This would be worth more cut.,1631,True,400.0,10000.0,1000,600.0,Uncut dragonstone.png,Uncut dragonstone
3482,This would be worth more cut.,1621,False,20.0,10000.0,50,30.0,Uncut emerald.png,Uncut emerald
3483,This would be worth more cut.,1627,True,12.0,10000.0,30,18.0,Uncut jade.png,Uncut jade
3484,This would be worth more cut.,6571,True,80000.0,11000.0,200000,120000.0,Uncut onyx.png,Uncut onyx
3485,This would be worth more cut.,1625,True,8.0,10000.0,20,12.0,Uncut opal.png,Uncut opal
3486,This would be worth more cut.,1629,True,16.0,10000.0,40,24.0,Uncut red topaz.png,Uncut red topaz
3487,This would be worth more cut.,1619,False,40.0,10000.0,100,60.0,Uncut ruby.png,Uncut ruby
3488,This would be worth more cut.,1623,False,10.0,10000.0,25,15.0,Uncut sapphire.png,Uncut sapphire
3489,This would be worth more cut.,19496,True,30000.0,10000.0,75000,45000.0,Uncut zenyte.png,Uncut zenyte
3490,Add feathers to make broad-tipped crossbow bolts.,11876,True,22.0,7000.0,55,33.0,Unfinished broad bolts 5.png,Unfinished broad bolts
3491,I need another ingredient to finish this potion.,3406,True,4.0,10000.0,11,6.0,Unfinished potion.png,Unfinished potion
3492,I need to put this in a pottery oven.,1791,False,1.0,10000.0,2,1.0,Unfired bowl.png,Unfired bowl
3493,I need to put this in a pottery oven.,1789,False,1.0,10000.0,3,1.0,Unfired pie dish.png,Unfired pie dish
3494,An unfired plant pot.,5352,True,1.0,10000.0,1,1.0,Unfired plant pot.png,Unfired plant pot
3495,I need to put this in a pottery oven.,1787,False,1.0,10000.0,1,1.0,Unfired pot.png,Unfired pot
3496,"This needs firing, then it should fit on a normal-sized pot.",4438,True,4.0,100.0,10,6.0,Unfired pot lid.png,Unfired pot lid
3497,"The Dark Lord will rise again with his servant's aid, greater and more terrible than ever he was.",20223,True,32.0,5.0,80,48.0,Unholy blessing.png,Unholy blessing
3498,A set containing the four pages of Zamorak's Unholy Book.,13151,True,2800.0,5.0,7000,4200.0,Unholy book page set.png,Unholy book page set
3499,An unholy symbol of Zamorak.,1724,True,80.0,125.0,200,120.0,Unholy symbol.png,Unholy symbol
3500,This horn has restorative properties.,237,True,8.0,13000.0,20,12.0,Unicorn horn.png,Unicorn horn
3501,Finely ground horn of Unicorn.,235,True,8.0,13000.0,20,12.0,Unicorn horn dust.png,Unicorn horn dust
3502,A lantern to aid attacking Harpie bugs.,7051,True,52.0,40.0,130,78.0,Unlit bug lantern.png,Unlit bug lantern
3503,An unlit home-made torch.,596,True,1.0,40.0,4,2.0,Unlit torch.png,Unlit torch
3504,I'd prefer it if it was powered.,567,True,40.0,10000.0,100,60.0,Unpowered orb.png,Unpowered orb
3505,An unblessed symbol of Zamorak.,1722,True,80.0,10000.0,200,120.0,Unpowered symbol.png,Unpowered symbol
3506,An unstrung composite ogre bow.,4825,True,36.0,10000.0,90,54.0,Unstrung comp bow.png,Unstrung comp bow
3507,It needs a string so I can wear it.,1720,True,80.0,10000.0,200,120.0,Unstrung emblem.png,Unstrung emblem
3508,Needs a suitably simian rope.,19607,True,20000.0,8.0,50000,30000.0,Unstrung heavy ballista.png,Unstrung heavy ballista
3509,Needs a suitably simian rope.,19604,True,20000.0,8.0,50000,30000.0,Unstrung light ballista.png,Unstrung light ballista
3510,It needs a string so I can wear it.,1714,False,80.0,10000.0,200,120.0,Unstrung symbol.png,Unstrung symbol
3511,This is top secret comrade...,23255,True,400.0,4.0,1000,600.0,Uri's hat.png,Uri's hat
3512,The remains of a deadly shade.,25419,True,1.0,7500.0,1,1.0,Urium remains.png,Urium remains
3513,"A green salt that, when burned with other salts provides various benefits.",22597,True,4.0,10000.0,10,6.0,Urt salt.png,Urt salt
3514,That used to be a vampyre!,3325,True,1.0,11000.0,2,1.0,Vampyre dust.png,Vampyre dust
3515,A teleport to Varrock.,8007,True,1.0,10000.0,1,1.0,Varrock teleport (tablet).png,Varrock teleport (tablet)
3516,This looks pretty healthy.,2195,True,1.0,6000.0,2,1.0,Veg ball.png,Veg ball
3517,Well... it looks healthy.,2281,True,1.0,6000.0,2,1.0,Vegetable batta.png,Vegetable batta
3518,"A set containing a Verac's helm, plateskirt, brassard and flail.",12875,True,160000.0,8.0,400000,240000.0,Verac's armour set.png,Verac's armour set
3519,Verac the Defiled's brassard.,4757,True,112000.0,15.0,280000,168000.0,Verac's brassard.png,Verac's brassard
3520,Verac the Defiled's brassard.,4992,True,112000.0,15.0,280000,168000.0,Verac's brassard 0.png,Verac's brassard 0
3521,Verac the Defiled's flail.,4755,True,64000.0,15.0,160000,96000.0,Verac's flail.png,Verac's flail
3522,Verac the Defiled's flail.,4986,True,64000.0,15.0,160000,96000.0,Verac's flail 0.png,Verac's flail 0
3523,Verac the Defiled's helm.,4753,True,41200.0,15.0,103000,61800.0,Verac's helm.png,Verac's helm
3524,Verac the Defiled's helm.,4980,True,41200.0,15.0,103000,61800.0,Verac's helm 0.png,Verac's helm 0
3525,Verac the Defiled's plate skirt.,4759,True,110000.0,15.0,275000,165000.0,Verac's plateskirt.png,Verac's plateskirt
3526,Verac the Defiled's plate skirt.,4998,True,110000.0,15.0,275000,165000.0,Verac's plateskirt 0.png,Verac's plateskirt 0
3527,A powerful longsword.,22613,True,120000.0,10.0,300000,180000.0,Vesta's longsword.png,Vesta's longsword
3528,A powerful spear.,22610,True,120000.0,10.0,300000,180000.0,Vesta's spear.png,Vesta's spear
3529,An empty glass vial.,229,False,1.0,13000.0,2,1.0,Vial.png,Vial
3530,A glass vial containing blood.,22446,True,40.0,13000.0,100,60.0,Vial of blood.png,Vial of blood
3531,A glass vial containing water.,227,False,1.0,13000.0,2,1.0,Vial of water.png,Vial of water
3532,An ancient chainmace with a peculiar mechanism that allows for varying attack styles.,22542,True,48000.0,8.0,120000,72000.0,Viggora's chainmace (u).png,Viggora's chainmace (u)
3533,"A light blue armband, as worn by the Tai Bwo Wannai locals.",6359,True,60.0,150.0,150,90.0,Villager armband (blue).png,Villager armband (blue)
3534,"A brown armband, as worn by the Tai Bwo Wannai locals.",6347,True,60.0,150.0,150,90.0,Villager armband (brown).png,Villager armband (brown)
3535,"A white armband, as worn by the Tai Bwo Wannai locals.",6379,True,60.0,150.0,150,90.0,Villager armband (pink).png,Villager armband (pink)
3536,"A dark blue armband, as worn by the Tai Bwo Wannai locals.",6369,True,60.0,150.0,150,90.0,Villager armband (yellow).png,Villager armband (yellow)
3537,A brightly coloured hat prized by the Tai Bwo Wannai peoples.,6355,True,80.0,150.0,200,120.0,Villager hat (blue).png,Villager hat (blue)
3538,A brightly coloured hat prized by the Tai Bwo Wannai peoples.,6345,True,80.0,150.0,200,120.0,Villager hat (brown).png,Villager hat (brown)
3539,A brightly coloured hat prized by the Tai Bwo Wannai peoples.,6375,True,80.0,150.0,200,120.0,Villager hat (pink).png,Villager hat (pink)
3540,A brightly coloured hat prized by the Tai Bwo Wannai peoples.,6365,True,80.0,150.0,200,120.0,Villager hat (yellow).png,Villager hat (yellow)
3541,A brightly coloured robe prized by the Tai Bwo Wannai peoples.,6353,True,100.0,150.0,250,150.0,Villager robe (blue).png,Villager robe (blue)
3542,A brightly coloured robe prized by the Tai Bwo Wannai peoples.,6343,True,100.0,150.0,250,150.0,Villager robe (brown).png,Villager robe (brown)
3543,A brightly coloured robe prized by the Tai Bwo Wannai peoples.,6373,True,100.0,150.0,250,150.0,Villager robe (pink).png,Villager robe (pink)
3544,A brightly coloured robe prized by the Tai Bwo Wannai peoples.,6363,True,100.0,150.0,250,150.0,Villager robe (yellow).png,Villager robe (yellow)
3545,A brightly coloured pair of local sandals.,6357,True,40.0,150.0,100,60.0,Villager sandals (blue).png,Villager sandals (blue)
3546,A brightly coloured pair of local sandals.,6349,True,40.0,150.0,100,60.0,Villager sandals (brown).png,Villager sandals (brown)
3547,A brightly coloured pair of local sandals.,6377,True,40.0,150.0,100,60.0,Villager sandals (pink).png,Villager sandals (pink)
3548,A brightly coloured pair of local sandals.,6367,True,40.0,150.0,100,60.0,Villager sandals (yellow).png,Villager sandals (yellow)
3549,An absolutely clear spirit.,2015,True,2.0,13000.0,5,3.0,Vodka.png,Vodka
3550,"An ancient magical orb, corrupted by darkness.",24514,True,1.0,,1,1.0,Volatile orb.png,Volatile orb
3551,One of the ingredients for making ultra compost.,21622,True,80.0,13000.0,200,120.0,Volcanic ash.png,Volcanic ash
3552,How has lava been stored like this...?,12771,True,1.0,4.0,1,1.0,Volcanic whip mix.png,Volcanic whip mix
3553,Dress like the powerful vyrewatch!,9636,True,200.0,150.0,500,300.0,Vyrewatch legs.png,Vyrewatch legs
3554,Dress like the powerful vyrewatch!,9638,True,200.0,150.0,500,300.0,Vyrewatch shoes.png,Vyrewatch shoes
3555,Dress like the powerful vyrewatch!,9634,True,200.0,150.0,500,300.0,Vyrewatch top.png,Vyrewatch top
3556,The blood of the soldier makes the glory of the general.,20232,True,32.0,5.0,80,48.0,War blessing.png,War blessing
3557,Makes a malediction or odium ward more beautiful.,12802,True,600.0,50.0,1500,900.0,Ward upgrade kit.png,Ward upgrade kit
3558,This helmet is worn by warriors.,3753,True,24000.0,70.0,60000,36000.0,Warrior helm.png,Warrior helm
3559,A legendary ring once worn by Fremennik warriors.,6735,True,4000.0,8.0,10000,6000.0,Warrior ring.png,Warrior ring
3560,A teleport to the Yanille Watchtower.,8012,True,1.0,10000.0,1,1.0,Watchtower teleport (tablet).png,Watchtower teleport (tablet)
3561,It's a slightly magical stick.,1395,True,6200.0,18000.0,15500,9300.0,Water battlestaff.png,Water battlestaff
3562,A magic glowing orb.,571,True,120.0,11000.0,300,180.0,Water orb.png,Water orb
3563,One of the 4 basic elemental Runes.,555,False,1.0,50000.0,4,2.0,Water rune.png,Water rune
3564,A mysterious power emanates from the talisman...,1444,False,1.0,11000.0,4,2.0,Water talisman.png,Water talisman
3565,A tiara infused with the properties of water.,5531,False,40.0,40.0,100,60.0,Water tiara.png,Water tiara
3566,A teleport to Waterbirth Island.,24953,True,1.0,10000.0,1,1.0,Waterbirth teleport (tablet).png,Waterbirth teleport (tablet)
3567,This watering can is empty.,5331,True,3.0,40.0,8,4.0,Watering can.png,Watering can
3568,A juicy watermelon.,5982,True,19.0,11000.0,48,28.0,Watermelon.png,Watermelon
3569,A watermelon seed - plant in an allotment.,5321,True,22.0,200.0,56,33.0,Watermelon seed 5.png,Watermelon seed
3570,A slice of watermelon.,5984,True,6.0,11000.0,16,9.0,Watermelon slice.png,Watermelon slice
3571,A completely empty waterskin - you'll need to fill it up.,1831,True,6.0,10000.0,15,9.0,Waterskin(0).png,Waterskin(0)
3572,A full waterskin with four portions of water.,1823,True,12.0,2000.0,30,18.0,Waterskin(4).png,Waterskin(4)
3573,Teleports you to Watson's house in Great Kourend.,23387,True,4.0,10000.0,10,6.0,Watson teleport.png,Watson teleport
3574,For use on daggers and projectiles.,187,True,57.0,2000.0,144,86.0,Weapon poison.png,Weapon poison
3575,"A vial of extra strong weapon poison, for spears and daggers.",5937,True,115.0,2000.0,288,172.0,Weapon poison(+).png,Weapon poison(+)
3576,"A vial of super strong weapon poison, for spears and daggers.",5940,True,172.0,2000.0,432,259.0,Weapon poison(++).png,Weapon poison(++)
3577,A handful of weeds.,6055,True,1.0,600.0,1,1.0,Weeds.png,Weeds
3578,A teleport to West Ardougne.,19623,True,1.0,10000.0,1,1.0,West ardougne teleport (tablet).png,West ardougne teleport (tablet)
3579,A bottle of Draynor Malt.,2017,True,2.0,13000.0,5,3.0,Whisky.png,Whisky
3580,A two handed sword.,6609,True,768.0,125.0,1920,1152.0,White 2h sword.png,White 2h sword
3581,A mostly clean apron.,1005,False,1.0,150.0,2,1.0,White apron.png,White apron
3582,A vicious looking axe.,6589,True,499.0,125.0,1248,748.0,White battleaxe.png,White battleaxe
3583,A small round white bead.,1476,False,1.0,11000.0,4,2.0,White bead.png,White bead
3584,Parlez-vous francais?,2637,True,32.0,4.0,80,48.0,White beret.png,White beret
3585,"Sour berries, used in potions.",239,True,4.0,13000.0,10,6.0,White berries.png,White berries
3586,Stylish!,12313,True,90.0,4.0,225,135.0,White boater.png,White boater
3587,These will protect my feet.,6619,True,230.0,125.0,576,345.0,White boots.png,White boots
3588,All for one and one for all!,12321,True,80.0,4.0,200,120.0,White cavalier.png,White cavalier
3589,A series of connected metal rings.,6615,True,576.0,125.0,1440,864.0,White chainbody.png,White chainbody
3590,A set of fighting claws.,6587,True,144.0,125.0,360,216.0,White claws.png,White claws
